-3.9999999899874843   -2.0947125448327095
-3.9999247550532795   -2.094694297519364
-3.9998495201190742   -2.0946760498829904
-3.9996990502506646   -2.0946395536411138
-3.9993981105138454   -2.094566557280533
-3.998796231040206   -2.094420549049579
-3.9975924720929283   -2.0941284705286347
-3.995184954198373   -2.093544065091535
-3.990369918409262   -2.0923742593620718
-3.97992981729975   -2.08983328410006
-3.9701815640056326   -2.0874550283791464
-3.960624532744682   -2.085118087979659
-3.950257471952442   -2.082577072803351
-3.9405822589755966   -2.0801999727494564
-3.930097016467462   -2.077617657722438
-3.919802995992494   -2.075076134720673
-3.91020082333292   -2.072699768837035
-3.8997886211420574   -2.070116737294781
-3.8900682667665887   -2.0676994904550607
-3.8805391344242866   -2.0653242905740816
-3.8701999725506955   -2.062740990968176
-3.8605526584924985   -2.0603247124038853
-3.8500953149030126   -2.0576991534061064
-3.8398291933466933   -2.0551150985186704
-3.830254919605768   -2.052699349345793
-3.819870616333554   -2.050072817044404
-3.8101781608767338   -2.047615239528964
-3.7996756758886248   -2.0449456632601892
-3.7893644129336823   -2.0423179707815526
-3.779744997794134   -2.039860552817935
-3.7693155531232967   -2.03718958844691
-3.759577956267854   -2.0346895652387404
-3.7500315814455774   -2.032232758860799
-3.739675177092012   -2.029560875464029
-3.730010620553841   -2.0270612478385543
-3.7195360344843804   -2.024345282954047
-3.7092526704480866   -2.021671952562991
-3.6996611542271873   -2.019172244461874
-3.6892596084749987   -2.0164545941244967
-3.6795499105382046   -2.0139112562720296
-3.670031434634577   -2.011411933034273
-3.65970292919966   -2.008693080048497
-3.6500662715801377   -2.006149901098346
-3.6396195844293264   -2.00338588518755
-3.629864745093909   -2.0007982523091608
-3.6203011277916586   -1.9982550619871002
-3.609927480958119   -1.995489398747757
-3.6002456819399735   -1.992901518120495
-3.589753853390539   -1.9900898175489157
-3.5794532468742712   -1.9873219338504298
-3.5698444881733975   -1.9847332881842514
-3.559425699941235   -1.9819191058877874
-3.5496987595244662   -1.979284896463731
-3.540163041140864   -1.9766959733003595
-3.5298172932259733   -1.9738798146929342
-3.5201633931264764   -1.9712450801313026
-3.5096994634956906   -1.9683817112074198
-3.4994267558980714   -1.9655629774590384
-3.4898458961158463   -1.9629271772656323
-3.479455006802332   -1.9600609592724803
-3.4697559653042123   -1.9573784368786553
-3.4592468942748034   -1.9544640536675053
-3.448929045278561   -1.95159474007958
-3.439303044097713   -1.9489106753811085
-3.4288670133855756   -1.945992909515519
-3.419122830488833   -1.9432611765015324
-3.409569869625257   -1.9405760807156203
-3.3992068792303916   -1.9376554616652908
-3.3895357366509207   -1.9349224253931039
-3.3790545645401604   -1.9319523653529498
-3.3687646144625667   -1.9290282403100805
-3.3591665122003675   -1.9262933109702884
-3.348758380406879   -1.9233194435010745
-3.339042096428785   -1.9205355856762127
-3.3295170344838576   -1.9177992903941945
-3.3191819430076412   -1.9148221613097045
-3.309538699346819   -1.9120366517666165
-3.299085426154708   -1.9090087471695514
-3.2893240007779907   -1.9061732996329133
-3.27975379743444   -1.9033859096116064
-3.2693735645596007   -1.9003541670915853
-3.2596851795001553   -1.8975165393903362
-3.249186764909421   -1.894432947152854
-3.2388795723518533   -1.8913966536995004
-3.2292642276096797   -1.888556200978464
